AttendanceID,EnrollmentID,ClassDate,Status,Notes
350747,23384,2024-09-08,Present,
350748,23384,2024-09-15,Present,
350749,23384,2024-09-22,Present,
350750,23384,2024-09-29,Present,
350751,23384,2024-10-06,Absent,Cultural blue condition sell my share deal.
350752,23384,2024-10-13,Present,
350753,23384,2024-10-20,Present,
350754,23384,2024-10-27,Absent,Car at professional mind respond own smile.
350755,23384,2024-11-03,Present,
350756,23384,2024-11-10,Present,
350757,23384,2024-11-17,Present,
350758,23384,2024-11-24,Absent,Old response ever.
350759,23384,2024-12-01,Present,
350760,23384,2024-12-08,Present,
361981,24133,2024-09-01,Present,
361982,24133,2024-09-08,Present,
361983,24133,2024-09-15,Absent,Say hotel increase yard actually.
361984,24133,2024-09-22,Late,Approach assume something current major.
361985,24133,2024-09-29,Absent,Every knowledge mother decade data.
361986,24133,2024-10-06,Absent,Born well when defense late note.
361987,24133,2024-10-13,Absent,Goal class simply participant.
361988,24133,2024-10-20,Absent,Right main relate.
361989,24133,2024-10-27,Present,
361990,24133,2024-11-03,Present,
361991,24133,2024-11-10,Present,
361992,24133,2024-11-17,Present,
361993,24133,2024-11-24,Present,
361994,24133,2024-12-01,Present,
361995,24133,2024-12-08,Present,
361996,24134,2024-09-01,Present,
361997,24134,2024-09-08,Present,
361998,24134,2024-09-15,Present,
361999,24134,2024-09-22,Present,
362000,24134,2024-09-29,Absent,Crime eye production admit heavy weight example.
362001,24134,2024-10-06,Absent,Practice cultural job recently.
362002,24134,2024-10-13,Absent,Once down throughout sport hit agreement.
362003,24134,2024-10-20,Present,
362004,24134,2024-10-27,Present,
362005,24134,2024-11-03,Late,Table state everyone cultural author out wife.
362006,24134,2024-11-10,Present,
362007,24134,2024-11-17,Excused,Night fear cover might.
362008,24134,2024-11-24,Present,
362009,24134,2024-12-01,Late,Card game medical police question already.
362010,24134,2024-12-08,Absent,Example possible charge way law city.
362011,24135,2024-09-01,Present,
362012,24135,2024-09-08,Present,
362013,24135,2024-09-15,Late,Really girl less community difference.
362014,24135,2024-09-22,Present,
362015,24135,2024-09-29,Present,
362016,24135,2024-10-06,Present,
362017,24135,2024-10-13,Absent,Area parent throughout between pretty general.
362018,24135,2024-10-20,Absent,Too allow together just individual listen pretty.
362019,24135,2024-10-27,Present,
362020,24135,2024-11-03,Absent,Save again firm summer quality.
362021,24135,2024-11-10,Present,
362022,24135,2024-11-17,Absent,Reveal pull prepare answer his language prove.
362023,24135,2024-11-24,Absent,Camera boy now hit hotel kitchen.
362024,24135,2024-12-01,Late,Agency account project team.
362025,24135,2024-12-08,Absent,Act treat hour.
362026,24136,2024-09-01,Present,
362027,24136,2024-09-08,Absent,Me certain really pay education fast late.
362028,24136,2024-09-15,Late,Apply remain baby feel.
362029,24136,2024-09-22,Present,
362030,24136,2024-09-29,Absent,Wall three color very admit.
362031,24136,2024-10-06,Present,
362032,24136,2024-10-13,Present,
362033,24136,2024-10-20,Absent,Reduce message family those house full whether entire.
362034,24136,2024-10-27,Present,
362035,24136,2024-11-03,Present,
362036,24136,2024-11-10,Present,
362037,24136,2024-11-17,Present,
362038,24136,2024-11-24,Absent,Almost including speech during eye thought black suffer.
362039,24136,2024-12-01,Present,
362040,24136,2024-12-08,Absent,Dream expert artist show training local.
362041,24137,2024-09-01,Late,Home magazine other watch.
362042,24137,2024-09-08,Late,Baby strong concern can save under really.
362043,24137,2024-09-15,Present,
362044,24137,2024-09-22,Present,
362045,24137,2024-09-29,Present,
362046,24137,2024-10-06,Present,
362047,24137,2024-10-13,Present,
362048,24137,2024-10-20,Present,
362049,24137,2024-10-27,Present,
362050,24137,2024-11-03,Present,
362051,24137,2024-11-10,Present,
362052,24137,2024-11-17,Present,
362053,24137,2024-11-24,Absent,Science seat lose for.
362054,24137,2024-12-01,Present,
362055,24137,2024-12-08,Absent,Brother spring south.
362056,24138,2024-09-01,Present,
362057,24138,2024-09-08,Present,
362058,24138,2024-09-15,Present,
362059,24138,2024-09-22,Present,
362060,24138,2024-09-29,Present,
362061,24138,2024-10-06,Absent,Game something film treatment of value maintain.
362062,24138,2024-10-13,Present,
362063,24138,2024-10-20,Absent,Blood really center small.
362064,24138,2024-10-27,Present,
362065,24138,2024-11-03,Present,
362066,24138,2024-11-10,Absent,Western garden low black contain.
362067,24138,2024-11-17,Present,
362068,24138,2024-11-24,Present,
362069,24138,2024-12-01,Present,
362070,24138,2024-12-08,Present,
363001,24201,2024-09-01,Present,
363002,24201,2024-09-08,Absent,Just wonder heavy side.
363003,24201,2024-09-15,Absent,Month follow scene environment leader suggest subject.
363004,24201,2024-09-22,Absent,In report over economic indicate positive challenge already.
363005,24201,2024-09-29,Late,Step avoid compare establish state success.
363006,24201,2024-10-06,Present,
363007,24201,2024-10-13,Present,
363008,24201,2024-10-20,Present,
363009,24201,2024-10-27,Present,
363010,24201,2024-11-03,Excused,Light management series later travel scene admit minute.
363011,24201,2024-11-10,Present,
363012,24201,2024-11-17,Late,Everyone eat try place camera.
363013,24201,2024-11-24,Absent,Dark difficult military child heavy.
363014,24201,2024-12-01,Late,Happen weight fish.
363015,24201,2024-12-08,Present,
363016,24202,2024-09-01,Absent,Three picture say break media.
363017,24202,2024-09-08,Late,Job her mention future.
363018,24202,2024-09-15,Present,
363019,24202,2024-09-22,Present,
363020,24202,2024-09-29,Late,Stop bed benefit question compare somebody.
363021,24202,2024-10-06,Absent,Any add most reveal improve hospital church time.
363022,24202,2024-10-13,Absent,Per situation however physical provide front.
363023,24202,2024-10-20,Present,
363024,24202,2024-10-27,Present,
363025,24202,2024-11-03,Absent,Black join road red.
363026,24202,2024-11-10,Absent,Possible president reality food down second hundred range.
363027,24202,2024-11-17,Present,
363028,24202,2024-11-24,Late,Since develop hold station agree about defense.
363029,24202,2024-12-01,Late,Buy middle matter fill.
363030,24202,2024-12-08,Absent,Want financial act relate true house factor.
363031,24203,2024-09-01,Late,Response dream production each effort democratic game however.
363032,24203,2024-09-08,Present,
363033,24203,2024-09-15,Present,
363034,24203,2024-09-22,Present,
363035,24203,2024-09-29,Absent,Same fast could boy this.
363036,24203,2024-10-06,Absent,Court difference explain while Mrs benefit us speech.
363037,24203,2024-10-13,Present,
363038,24203,2024-10-20,Present,
363039,24203,2024-10-27,Present,
363040,24203,2024-11-03,Absent,Become she other call scientist camera.
363041,24203,2024-11-10,Present,
363042,24203,2024-11-17,Present,
363043,24203,2024-11-24,Present,
363044,24203,2024-12-01,Absent,Argue race force oil set customer floor.
363045,24203,2024-12-08,Absent,Relate agreement among sort must long none.
363046,24204,2024-09-01,Present,
363047,24204,2024-09-08,Present,
363048,24204,2024-09-15,Present,
363049,24204,2024-09-22,Present,
363050,24204,2024-09-29,Present,
363051,24204,2024-10-06,Present,
363052,24204,2024-10-13,Present,
363053,24204,2024-10-20,Present,
363054,24204,2024-10-27,Present,
363055,24204,2024-11-03,Present,
363056,24204,2024-11-10,Present,
363057,24204,2024-11-17,Absent,Significant customer maintain require politics necessary the from.
363058,24204,2024-11-24,Present,
363059,24204,2024-12-01,Present,
363060,24204,2024-12-08,Absent,Have while land true some within.
363061,24205,2024-09-01,Present,
363062,24205,2024-09-08,Absent,Walk during tend more yard.
363063,24205,2024-09-15,Present,
363064,24205,2024-09-22,Present,
363065,24205,2024-09-29,Absent,Opportunity away good student kid sense.
363066,24205,2024-10-06,Absent,Eat environmental speak return look leg.
363067,24205,2024-10-13,Late,Government more style whose bed.
363068,24205,2024-10-20,Present,
363069,24205,2024-10-27,Absent,Figure sign treat become rich machine give.
363070,24205,2024-11-03,Present,
363071,24205,2024-11-10,Absent,Agree seven spring wrong.
363072,24205,2024-11-17,Present,
363073,24205,2024-11-24,Present,
363074,24205,2024-12-01,Present,
363075,24205,2024-12-08,Absent,Next raise positive.
363076,24206,2024-09-01,Late,Green including participant bill market allow mouth.
363077,24206,2024-09-08,Present,
363078,24206,2024-09-15,Present,
363079,24206,2024-09-22,Present,
363080,24206,2024-09-29,Present,
363081,24206,2024-10-06,Absent,Keep themselves benefit agreement plant.
363082,24206,2024-10-13,Present,
363083,24206,2024-10-20,Present,
363084,24206,2024-10-27,Present,
363085,24206,2024-11-03,Late,Cold probably mind support more here.
363086,24206,2024-11-10,Absent,Check thought decade sort whose vote kind.
363087,24206,2024-11-17,Present,
363088,24206,2024-11-24,Absent,Thousand early dream during everything.
363089,24206,2024-12-01,Present,
363090,24206,2024-12-08,Absent,Why partner attention cause student to.
363601,24241,2024-09-01,Present,
363602,24241,2024-09-08,Present,
363603,24241,2024-09-15,Absent,Yeah southern throughout game ago police despite.
363604,24241,2024-09-22,Present,
363605,24241,2024-09-29,Excused,Positive goal about majority country.
363606,24241,2024-10-06,Present,
363607,24241,2024-10-13,Present,
363608,24241,2024-10-20,Absent,Receive someone wonder.
363609,24241,2024-10-27,Present,
363610,24241,2024-11-03,Present,
363611,24241,2024-11-10,Absent,Prepare care understand culture identify.
363612,24241,2024-11-17,Late,Person create attack respond among off wide its.
363613,24241,2024-11-24,Present,
363614,24241,2024-12-01,Present,
363615,24241,2024-12-08,Present,
363616,24242,2024-09-01,Present,
363617,24242,2024-09-08,Present,
363618,24242,2024-09-15,Absent,Either time spend mouth sometimes scene.
363619,24242,2024-09-22,Present,
363620,24242,2024-09-29,Excused,Allow forward really police seven consider.
363621,24242,2024-10-06,Absent,Agency something sort as image.
363622,24242,2024-10-13,Present,
363623,24242,2024-10-20,Absent,Home perhaps author edge I natural.
363624,24242,2024-10-27,Present,
363625,24242,2024-11-03,Present,
363626,24242,2024-11-10,Present,
363627,24242,2024-11-17,Present,
363628,24242,2024-11-24,Present,
363629,24242,2024-12-01,Present,
363630,24242,2024-12-08,Present,
363631,24243,2024-09-01,Present,
363632,24243,2024-09-08,Present,
363633,24243,2024-09-15,Absent,Enjoy card however remember language admit.
363634,24243,2024-09-22,Present,
363635,24243,2024-09-29,Present,
363636,24243,2024-10-06,Present,
363637,24243,2024-10-13,Present,
363638,24243,2024-10-20,Present,
363639,24243,2024-10-27,Absent,Picture show stand table none adult.
363640,24243,2024-11-03,Present,
363641,24243,2024-11-10,Present,
363642,24243,2024-11-17,Present,
363643,24243,2024-11-24,Absent,Big marriage wrong believe.
363644,24243,2024-12-01,Present,
363645,24243,2024-12-08,Present,
363646,24244,2024-09-01,Present,
363647,24244,2024-09-08,Present,
363648,24244,2024-09-15,Present,
363649,24244,2024-09-22,Absent,Western girl card.
363650,24244,2024-09-29,Present,
363651,24244,2024-10-06,Present,
363652,24244,2024-10-13,Present,
363653,24244,2024-10-20,Absent,Team week site charge note turn.
363654,24244,2024-10-27,Present,
363655,24244,2024-11-03,Present,
363656,24244,2024-11-10,Present,
363657,24244,2024-11-17,Present,
363658,24244,2024-11-24,Present,
363659,24244,2024-12-01,Absent,Yes return next simple down.
363660,24244,2024-12-08,Present,
363661,24245,2024-09-01,Present,
363662,24245,2024-09-08,Present,
363663,24245,2024-09-15,Absent,Social sometimes speak agency age television small.
363664,24245,2024-09-22,Absent,Century age picture her attack black by.
363665,24245,2024-09-29,Absent,Help her assume it ago.
363666,24245,2024-10-06,Present,
363667,24245,2024-10-13,Present,
363668,24245,2024-10-20,Present,
363669,24245,2024-10-27,Absent,Debate buy four general.
363670,24245,2024-11-03,Present,
363671,24245,2024-11-10,Excused,From next to leave care prove.
363672,24245,2024-11-17,Late,Hope too thousand single way stage.
363673,24245,2024-11-24,Present,
363674,24245,2024-12-01,Absent,Page watch perform common card above people.
363675,24245,2024-12-08,Present,
364876,24326,2024-09-01,Present,
364877,24326,2024-09-08,Present,
364878,24326,2024-09-15,Present,
364879,24326,2024-09-22,Present,
364880,24326,2024-09-29,Present,
364881,24326,2024-10-06,Present,
364882,24326,2024-10-13,Present,
364883,24326,2024-10-20,Present,
364884,24326,2024-10-27,Present,
364885,24326,2024-11-03,Present,
364886,24326,2024-11-10,Present,
364887,24326,2024-11-17,Present,
364888,24326,2024-11-24,Present,
364889,24326,2024-12-01,Present,
364890,24326,2024-12-08,Present,
364891,24327,2024-09-01,Present,
364892,24327,2024-09-08,Present,
364893,24327,2024-09-15,Present,
364894,24327,2024-09-22,Present,
364895,24327,2024-09-29,Present,
364896,24327,2024-10-06,Present,
364897,24327,2024-10-13,Present,
364898,24327,2024-10-20,Present,
364899,24327,2024-10-27,Present,
364900,24327,2024-11-03,Present,
364901,24327,2024-11-10,Present,
364902,24327,2024-11-17,Present,
364903,24327,2024-11-24,Present,
364904,24327,2024-12-01,Present,
364905,24327,2024-12-08,Present,
364906,24328,2024-09-01,Present,
364907,24328,2024-09-08,Present,
364908,24328,2024-09-15,Present,
364909,24328,2024-09-22,Present,
364910,24328,2024-09-29,Present,
364911,24328,2024-10-06,Present,
364912,24328,2024-10-13,Present,
364913,24328,2024-10-20,Present,
364914,24328,2024-10-27,Present,
364915,24328,2024-11-03,Present,
364916,24328,2024-11-10,Present,
364917,24328,2024-11-17,Present,
364918,24328,2024-11-24,Present,
364919,24328,2024-12-01,Present,
364920,24328,2024-12-08,Present,
364921,24329,2024-09-01,Present,
364922,24329,2024-09-08,Present,
364923,24329,2024-09-15,Present,
364924,24329,2024-09-22,Present,
364925,24329,2024-09-29,Present,
364926,24329,2024-10-06,Present,
364927,24329,2024-10-13,Present,
364928,24329,2024-10-20,Present,
364929,24329,2024-10-27,Present,
364930,24329,2024-11-03,Present,
364931,24329,2024-11-10,Present,
364932,24329,2024-11-17,Present,
364933,24329,2024-11-24,Present,
364934,24329,2024-12-01,Present,
364935,24329,2024-12-08,Present,
365656,24378,2024-09-01,Present,
365657,24378,2024-09-08,Absent,According upon answer result nice project.
365658,24378,2024-09-15,Present,
365659,24378,2024-09-22,Late,Six which which expert.
365660,24378,2024-09-29,Present,
365661,24378,2024-10-06,Present,
365662,24378,2024-10-13,Present,
365663,24378,2024-10-20,Present,
365664,24378,2024-10-27,Present,
365665,24378,2024-11-03,Present,
365666,24378,2024-11-10,Present,
365667,24378,2024-11-17,Present,
365668,24378,2024-11-24,Absent,Local cup hear anyone generation.
365669,24378,2024-12-01,Present,
365670,24378,2024-12-08,Present,
365671,24379,2024-09-01,Present,
365672,24379,2024-09-08,Present,
365673,24379,2024-09-15,Present,
365674,24379,2024-09-22,Late,Somebody everything true red I much.
365675,24379,2024-09-29,Present,
365676,24379,2024-10-06,Present,
365677,24379,2024-10-13,Present,
365678,24379,2024-10-20,Present,
365679,24379,2024-10-27,Present,
365680,24379,2024-11-03,Absent,Across value onto certainly beyond impact.
365681,24379,2024-11-10,Present,
365682,24379,2024-11-17,Present,
365683,24379,2024-11-24,Present,
365684,24379,2024-12-01,Present,
365685,24379,2024-12-08,Present,
365686,24380,2024-09-01,Absent,Local each senior human fly there.
365687,24380,2024-09-08,Present,
365688,24380,2024-09-15,Present,
365689,24380,2024-09-22,Present,
365690,24380,2024-09-29,Absent,Range require or tough attack knowledge end.
365691,24380,2024-10-06,Present,
365692,24380,2024-10-13,Present,
365693,24380,2024-10-20,Present,
365694,24380,2024-10-27,Present,
365695,24380,2024-11-03,Present,
365696,24380,2024-11-10,Present,
365697,24380,2024-11-17,Present,
365698,24380,2024-11-24,Present,
365699,24380,2024-12-01,Present,
365700,24380,2024-12-08,Present,
365701,24381,2024-09-01,Present,
365702,24381,2024-09-08,Absent,Happy run compare we police.
365703,24381,2024-09-15,Absent,Finally item themselves certainly.
365704,24381,2024-09-22,Present,
365705,24381,2024-09-29,Present,
365706,24381,2024-10-06,Present,
365707,24381,2024-10-13,Absent,Cost painting try politics hope.
365708,24381,2024-10-20,Present,
365709,24381,2024-10-27,Present,
365710,24381,2024-11-03,Late,Magazine mind they mouth to one interview.
365711,24381,2024-11-10,Present,
365712,24381,2024-11-17,Absent,Guess subject likely level eye positive side organization.
365713,24381,2024-11-24,Present,
365714,24381,2024-12-01,Present,
365715,24381,2024-12-08,Present,
365716,24382,2024-09-01,Late,Area little audience position.
365717,24382,2024-09-08,Present,
365718,24382,2024-09-15,Present,
365719,24382,2024-09-22,Present,
365720,24382,2024-09-29,Present,
365721,24382,2024-10-06,Present,
365722,24382,2024-10-13,Present,
365723,24382,2024-10-20,Present,
365724,24382,2024-10-27,Present,
365725,24382,2024-11-03,Present,
365726,24382,2024-11-10,Present,
365727,24382,2024-11-17,Present,
365728,24382,2024-11-24,Absent,Imagine green event realize smile enough four.
365729,24382,2024-12-01,Present,
365730,24382,2024-12-08,Present,
370051,24671,2024-09-01,Present,
370052,24671,2024-09-08,Present,
370053,24671,2024-09-15,Present,
370054,24671,2024-09-22,Present,
370055,24671,2024-09-29,Present,
370056,24671,2024-10-06,Present,
370057,24671,2024-10-13,Present,
370058,24671,2024-10-20,Present,
370059,24671,2024-10-27,Present,
370060,24671,2024-11-03,Present,
370061,24671,2024-11-10,Present,
370062,24671,2024-11-17,Present,
370063,24671,2024-11-24,Present,
370064,24671,2024-12-01,Present,
370065,24671,2024-12-08,Present,
370066,24672,2024-09-01,Late,Media of do together yeah save.
370067,24672,2024-09-08,Present,
370068,24672,2024-09-15,Present,
370069,24672,2024-09-22,Present,
370070,24672,2024-09-29,Present,
370071,24672,2024-10-06,Present,
370072,24672,2024-10-13,Present,
370073,24672,2024-10-20,Present,
370074,24672,2024-10-27,Present,
370075,24672,2024-11-03,Present,
370076,24672,2024-11-10,Absent,Return expert who day.
370077,24672,2024-11-17,Present,
370078,24672,2024-11-24,Present,
370079,24672,2024-12-01,Present,
370080,24672,2024-12-08,Present,
370081,24673,2024-09-01,Present,
370082,24673,2024-09-08,Absent,Art lay rich find.
370083,24673,2024-09-15,Present,
370084,24673,2024-09-22,Absent,Though professor remember tough authority thousand.
370085,24673,2024-09-29,Present,
370086,24673,2024-10-06,Late,Across follow rich.
370087,24673,2024-10-13,Present,
370088,24673,2024-10-20,Present,
370089,24673,2024-10-27,Present,
370090,24673,2024-11-03,Present,
370091,24673,2024-11-10,Present,
370092,24673,2024-11-17,Present,
370093,24673,2024-11-24,Present,
370094,24673,2024-12-01,Present,
370095,24673,2024-12-08,Present,
370096,24674,2024-09-01,Present,
370097,24674,2024-09-08,Absent,Near loss room bring.
370098,24674,2024-09-15,Present,
370099,24674,2024-09-22,Present,
370100,24674,2024-09-29,Present,
370101,24674,2024-10-06,Present,
370102,24674,2024-10-13,Present,
370103,24674,2024-10-20,Excused,Necessary like fight for artist central dream stock.
370104,24674,2024-10-27,Present,
370105,24674,2024-11-03,Excused,Population care sign across stock.
370106,24674,2024-11-10,Present,
370107,24674,2024-11-17,Present,
370108,24674,2024-11-24,Present,
370109,24674,2024-12-01,Present,
370110,24674,2024-12-08,Present,
370111,24675,2024-09-01,Present,
370112,24675,2024-09-08,Present,
370113,24675,2024-09-15,Present,
370114,24675,2024-09-22,Present,
370115,24675,2024-09-29,Present,
370116,24675,2024-10-06,Present,
370117,24675,2024-10-13,Present,
370118,24675,2024-10-20,Present,
370119,24675,2024-10-27,Present,
370120,24675,2024-11-03,Present,
370121,24675,2024-11-10,Present,
370122,24675,2024-11-17,Present,
370123,24675,2024-11-24,Present,
370124,24675,2024-12-01,Present,
370125,24675,2024-12-08,Present,
381151,25411,2024-09-01,Present,
381152,25411,2024-09-08,Late,Care wait leg like and husband grow rock.
381153,25411,2024-09-15,Present,
381154,25411,2024-09-22,Present,
381155,25411,2024-09-29,Present,
381156,25411,2024-10-06,Present,
381157,25411,2024-10-13,Present,
381158,25411,2024-10-20,Present,
381159,25411,2024-10-27,Present,
381160,25411,2024-11-03,Present,
381161,25411,2024-11-10,Present,
381162,25411,2024-11-17,Present,
381163,25411,2024-11-24,Present,
381164,25411,2024-12-01,Present,
381165,25411,2024-12-08,Present,
381166,25412,2024-09-01,Present,
381167,25412,2024-09-08,Present,
381168,25412,2024-09-15,Present,
381169,25412,2024-09-22,Present,
381170,25412,2024-09-29,Present,
381171,25412,2024-10-06,Present,
381172,25412,2024-10-13,Present,
381173,25412,2024-10-20,Present,
381174,25412,2024-10-27,Present,
381175,25412,2024-11-03,Present,
381176,25412,2024-11-10,Present,
381177,25412,2024-11-17,Present,
381178,25412,2024-11-24,Present,
381179,25412,2024-12-01,Present,
381180,25412,2024-12-08,Present,
381181,25413,2024-09-01,Present,
381182,25413,2024-09-08,Absent,Account might degree several standard even.
381183,25413,2024-09-15,Absent,Stuff policy senior political another stay.
381184,25413,2024-09-22,Absent,Office form professor fall economic.
381185,25413,2024-09-29,Present,
381186,25413,2024-10-06,Present,
381187,25413,2024-10-13,Present,
381188,25413,2024-10-20,Present,
381189,25413,2024-10-27,Present,
381190,25413,2024-11-03,Present,
381191,25413,2024-11-10,Present,
381192,25413,2024-11-17,Present,
381193,25413,2024-11-24,Present,
381194,25413,2024-12-01,Present,
381195,25413,2024-12-08,Present,
381196,25414,2024-09-01,Present,
381197,25414,2024-09-08,Present,
381198,25414,2024-09-15,Present,
381199,25414,2024-09-22,Present,
381200,25414,2024-09-29,Present,
381201,25414,2024-10-06,Present,
381202,25414,2024-10-13,Present,
381203,25414,2024-10-20,Present,
381204,25414,2024-10-27,Present,
381205,25414,2024-11-03,Present,
381206,25414,2024-11-10,Present,
381207,25414,2024-11-17,Present,
381208,25414,2024-11-24,Present,
381209,25414,2024-12-01,Present,
381210,25414,2024-12-08,Present,
388561,25905,2024-09-01,Absent,Huge success process military billion drug.
388562,25905,2024-09-08,Present,
388563,25905,2024-09-15,Present,
388564,25905,2024-09-22,Late,Spring heart many evening.
388565,25905,2024-09-29,Present,
388566,25905,2024-10-06,Present,
388567,25905,2024-10-13,Excused,Alone hour dog method.
388568,25905,2024-10-20,Present,
388569,25905,2024-10-27,Present,
388570,25905,2024-11-03,Late,Moment because between across technology everybody.
388571,25905,2024-11-10,Present,
388572,25905,2024-11-17,Present,
388573,25905,2024-11-24,Present,
388574,25905,2024-12-01,Present,
388575,25905,2024-12-08,Present,
388576,25906,2024-09-01,Present,
388577,25906,2024-09-08,Present,
388578,25906,2024-09-15,Present,
388579,25906,2024-09-22,Present,
388580,25906,2024-09-29,Absent,Budget radio act significant newspaper southern.
388581,25906,2024-10-06,Present,
388582,25906,2024-10-13,Absent,Visit debate miss case place.
388583,25906,2024-10-20,Present,
388584,25906,2024-10-27,Absent,New me product share.
388585,25906,2024-11-03,Present,
388586,25906,2024-11-10,Present,
388587,25906,2024-11-17,Absent,Loss movie economy past social area member.
388588,25906,2024-11-24,Present,
388589,25906,2024-12-01,Present,
388590,25906,2024-12-08,Absent,Lot nation blood health bag.
388591,25907,2024-09-01,Present,
388592,25907,2024-09-08,Present,
388593,25907,2024-09-15,Present,
388594,25907,2024-09-22,Absent,Surface available center.
388595,25907,2024-09-29,Present,
388596,25907,2024-10-06,Present,
388597,25907,2024-10-13,Late,Loss place until also woman big.
388598,25907,2024-10-20,Present,
388599,25907,2024-10-27,Present,
388600,25907,2024-11-03,Present,
388601,25907,2024-11-10,Present,
388602,25907,2024-11-17,Present,
388603,25907,2024-11-24,Present,
388604,25907,2024-12-01,Present,
388605,25907,2024-12-08,Absent,Economic cut just people write life age.
388606,25908,2024-09-01,Present,
388607,25908,2024-09-08,Present,
388608,25908,2024-09-15,Present,
388609,25908,2024-09-22,Present,
388610,25908,2024-09-29,Present,
388611,25908,2024-10-06,Present,
388612,25908,2024-10-13,Present,
388613,25908,2024-10-20,Present,
388614,25908,2024-10-27,Present,
388615,25908,2024-11-03,Excused,Summer cup throw market friend.
388616,25908,2024-11-10,Present,
388617,25908,2024-11-17,Present,
388618,25908,2024-11-24,Present,
388619,25908,2024-12-01,Present,
388620,25908,2024-12-08,Present,
388621,25909,2024-09-01,Present,
388622,25909,2024-09-08,Present,
388623,25909,2024-09-15,Present,
388624,25909,2024-09-22,Present,
388625,25909,2024-09-29,Present,
388626,25909,2024-10-06,Present,
388627,25909,2024-10-13,Present,
388628,25909,2024-10-20,Present,
388629,25909,2024-10-27,Present,
388630,25909,2024-11-03,Present,
388631,25909,2024-11-10,Present,
388632,25909,2024-11-17,Present,
388633,25909,2024-11-24,Present,
388634,25909,2024-12-01,Present,
388635,25909,2024-12-08,Present,
391111,26075,2024-09-01,Absent,Unit main condition happen.
391112,26075,2024-09-08,Present,
391113,26075,2024-09-15,Present,
391114,26075,2024-09-22,Present,
391115,26075,2024-09-29,Present,
391116,26075,2024-10-06,Absent,South class among think.
391117,26075,2024-10-13,Present,
391118,26075,2024-10-20,Present,
391119,26075,2024-10-27,Absent,Professional situation find chair.
391120,26075,2024-11-03,Present,
391121,26075,2024-11-10,Present,
391122,26075,2024-11-17,Present,
391123,26075,2024-11-24,Absent,Professional partner less society everyone your.
391124,26075,2024-12-01,Present,
391125,26075,2024-12-08,Present,
391126,26076,2024-09-01,Present,
391127,26076,2024-09-08,Present,
391128,26076,2024-09-15,Present,
391129,26076,2024-09-22,Present,
391130,26076,2024-09-29,Present,
391131,26076,2024-10-06,Present,
391132,26076,2024-10-13,Present,
391133,26076,2024-10-20,Absent,Color when girl development wait trade talk.
391134,26076,2024-10-27,Present,
391135,26076,2024-11-03,Present,
391136,26076,2024-11-10,Present,
391137,26076,2024-11-17,Present,
391138,26076,2024-11-24,Present,
391139,26076,2024-12-01,Present,
391140,26076,2024-12-08,Present,
391141,26077,2024-09-01,Present,
391142,26077,2024-09-08,Present,
391143,26077,2024-09-15,Present,
391144,26077,2024-09-22,Present,
391145,26077,2024-09-29,Present,
391146,26077,2024-10-06,Present,
391147,26077,2024-10-13,Present,
391148,26077,2024-10-20,Present,
391149,26077,2024-10-27,Present,
391150,26077,2024-11-03,Absent,Gas travel top majority fill method project even.
391151,26077,2024-11-10,Present,
391152,26077,2024-11-17,Present,
391153,26077,2024-11-24,Present,
391154,26077,2024-12-01,Present,
391155,26077,2024-12-08,Present,
391156,26078,2024-09-01,Present,
391157,26078,2024-09-08,Present,
391158,26078,2024-09-15,Present,
391159,26078,2024-09-22,Present,
391160,26078,2024-09-29,Present,
391161,26078,2024-10-06,Present,
391162,26078,2024-10-13,Present,
391163,26078,2024-10-20,Present,
391164,26078,2024-10-27,Present,
391165,26078,2024-11-03,Present,
391166,26078,2024-11-10,Present,
391167,26078,2024-11-17,Present,
391168,26078,2024-11-24,Present,
391169,26078,2024-12-01,Absent,Mrs suffer official left.
391170,26078,2024-12-08,Present,
392626,26176,2024-09-01,Present,
392627,26176,2024-09-08,Late,Who of deep article.
392628,26176,2024-09-15,Present,
392629,26176,2024-09-22,Present,
392630,26176,2024-09-29,Present,
392631,26176,2024-10-06,Absent,Discover thank arrive include item.
392632,26176,2024-10-13,Present,
392633,26176,2024-10-20,Late,Whole we their try where.
392634,26176,2024-10-27,Absent,Month interview morning security than plant.
392635,26176,2024-11-03,Present,
392636,26176,2024-11-10,Present,
392637,26176,2024-11-17,Present,
392638,26176,2024-11-24,Present,
392639,26176,2024-12-01,Present,
392640,26176,2024-12-08,Present,
392641,26177,2024-09-01,Present,
392642,26177,2024-09-08,Present,
392643,26177,2024-09-15,Present,
392644,26177,2024-09-22,Present,
392645,26177,2024-09-29,Present,
392646,26177,2024-10-06,Absent,Relationship window subject there civil firm already.
392647,26177,2024-10-13,Present,
392648,26177,2024-10-20,Present,
392649,26177,2024-10-27,Present,
392650,26177,2024-11-03,Present,
392651,26177,2024-11-10,Absent,Close range generation second glass on city.
392652,26177,2024-11-17,Present,
392653,26177,2024-11-24,Late,Pass mean its no blue ok.
392654,26177,2024-12-01,Present,
392655,26177,2024-12-08,Present,
392656,26178,2024-09-01,Present,
392657,26178,2024-09-08,Present,
392658,26178,2024-09-15,Present,
392659,26178,2024-09-22,Present,
392660,26178,2024-09-29,Excused,Pass company official note.
392661,26178,2024-10-06,Present,
392662,26178,2024-10-13,Absent,Medical hour work.
392663,26178,2024-10-20,Present,
392664,26178,2024-10-27,Present,
392665,26178,2024-11-03,Absent,Letter star event perhaps option hard surface.
